Id,preco
0,1577380.5929949482
1,251464.7582964488
2,593502.1312823975
3,273688.865099218
4,368598.2384926046
5,221760.07481505183
6,609254.1143995067
7,381590.2449119775
8,311469.8538107571
9,763467.907786838
10,624876.0333486657
11,515119.8891587087
12,1036901.1177130527
13,336079.28789057647
14,793767.9849578897
15,805817.7118185217
16,363532.56359507993
17,354849.3173515658
18,361980.7650287248
19,745322.8004670386
20,763015.1238368707
21,317919.9939467259
22,359082.64281100733
23,338914.9265302746
24,262845.7975510273
25,336112.8059003738
26,503164.88066355576
27,480947.40271260706
28,808618.1242053384
29,894279.4226365333
30,312542.86998933146
31,1767440.4962177293
32,1618643.7051403348
33,1606093.670278561
34,1272008.0163622098
35,351237.8543575851
36,432627.42180958047
37,3034199.03757063
38,424965.5722642971
39,363251.2736190311
40,2774260.8436572375
41,829369.6482651785
42,360344.0408105731
43,1380847.1283820043
44,917148.5521744912
45,223007.06376007042
46,1548172.6322531188
47,566826.6124652148
48,325964.00846707675
49,396342.1438981485
50,488072.47921924427
51,329903.6166617978
52,617707.7255637292
53,833939.9641980303
54,795532.4756361993
55,379039.34955374786
56,624232.5554195787
57,345254.91390207416
58,1170858.0968665846
59,1566230.3605710885
60,2709728.988761571
61,517584.006199496
62,1022471.6863802571
63,4125072.663026745
64,405725.1130042422
65,480541.00366972317
66,548569.0896136173
67,1243583.3074002322
68,830035.0546436185
69,316932.5065223846
70,2219124.5333969467
71,222272.01221464924
72,579293.1006304342
73,348587.93280040723
74,366550.420608181
75,2502849.9771136576
76,309367.61241067096
77,404226.24580352055
78,222783.3155265429
79,365955.81056039303
80,453311.0250950567
81,415983.1141843176
82,388215.57721161697
83,1260732.5132329809
84,3111729.9526603874
85,378901.20588374214
86,384616.1428316452
87,565030.5430624651
88,503164.88066355576
89,290758.87441891193
90,590774.7554774609
91,763130.1554233253
92,198693.19817577128
93,300545.4698765332
94,204153.711952086
95,935529.0712327361
96,844253.7915057528
97,1584500.7249681477
98,361028.99057633476
99,610799.3322699626
100,490662.4612240014
101,390686.2747481554
102,1300749.1087642817
103,920182.2685317828
104,403424.4353427486
105,852974.3233245077
106,814930.5894104393
107,1067266.3896842098
108,386926.1146284676
109,559602.8764837955
110,374472.67201395787
111,842678.4246241079
112,294128.03645387816
113,371251.2738803985
114,684071.2432404349
115,333909.3196870117
116,571637.3849083799
117,3779915.8201832557
118,841846.8356553667
119,308238.5955997467
120,2458263.743865684
121,308333.8420689579
122,558212.7069536798
123,275867.29884381377
124,276619.40824732825
125,681212.8254698394
126,362757.40590726497
127,1209020.7414240057
128,245340.00637150268
129,1368600.6503592192
130,1084997.38421858
131,2679101.640041467
132,533965.9182002556
133,1690542.224225299
134,1381422.5850603187
135,619321.4383708454
136,535450.3525051498
137,1732687.1217219187
138,869041.6733664281
139,410542.69913244224
140,2877840.056186289
141,413595.09504169755
142,436077.9335595027
143,1185523.7696308582
144,328273.8044687687
145,517793.06908020837
146,259416.57909421378
147,1898696.2526287825
148,502178.0460750491
149,1055595.8778942453
150,425783.1465167373
151,574152.6945776792
152,868354.3859233193
153,805987.8564904331
154,444653.2095579034
155,691973.8662568999
156,472512.0445974725
157,372639.5909120643
158,590770.6224122144
159,2502069.748475923
160,1452698.8779014484
161,440183.22063693544
162,1105826.530440798
163,501389.5727956049
164,354345.5234582565
165,338441.3206451437
166,601309.9423055936
167,576964.640311143
168,363034.8126879644
169,1093812.8109900868
170,498875.0962843558
171,416581.7638353651
172,608249.4546230155
173,611672.2752469345
174,547963.2871148293
175,1907919.9071567908
176,603302.6204945529
177,339457.6602708516
178,1122568.9536040672
179,307589.68002714845
180,920167.4473563265
181,395430.7532124766
182,3105546.088874195
183,568260.9136307304
184,703083.1199868921
185,438138.0573898052
186,511312.5761206904
187,480481.3544161551
188,1255086.9185722116
189,352559.14818204724
190,1638510.9385810317
191,1242913.504856536
192,267330.750821686
193,338224.7113949119
194,379616.7989537361
195,570152.2208418502
196,190575.87872078095
197,1314202.0686349887
198,303163.2222640347
199,791958.3432854832
200,994903.8450023201
201,269002.8481545138
202,639112.6295921662
203,1350883.2272114367
204,712848.0800687991
205,248115.51456066454
206,206863.72473321395
207,367750.5809276662
208,1176476.8640653351
209,1576910.8565456236
210,723047.5882186091
211,3263255.1236329386
212,493397.15187845577
