Id,preco
0,1450166.2295660083
1,423174.5179869439
2,587253.6835734447
3,469058.1392257262
4,353767.2197010866
5,343300.33340305276
6,683595.2686551441
7,7075472.540674787
8,353016.41917751514
9,1321522.1802061663
10,593420.2659833913
11,748337.4938337691
12,1180597.8066113514
13,353767.2197010866
14,877983.9838620311
15,583894.6995031006
16,353767.2197010866
17,353767.2197010866
18,358264.95153790095
19,954999.7571668342
20,856998.9747348733
21,353016.41917751514
22,353767.2197010866
23,353649.19641329674
24,342758.8934490894
25,353225.7797471232
26,548762.188004048
27,548657.3248695835
28,941498.7296133303
29,941096.0730119235
30,353225.7797471232
31,1561185.7802798843
32,1327537.812376664
33,1605772.9635010017
34,1397470.332145982
35,436717.772786467
36,460667.5863173693
37,2593731.6488495236
38,460206.51293850865
39,460206.51293850865
40,2740230.9430437554
41,946571.27238728
42,353767.2197010866
43,1450939.8839292629
44,1317464.4446115564
45,451299.3629138507
46,1636264.192885926
47,562928.88427503
48,353767.2197010866
49,353767.2197010866
50,467433.1055102137
51,353225.7797471232
52,890266.1877550147
53,939451.0659952956
54,904353.8230281607
55,353767.2197010866
56,583894.6995031006
57,459846.1053095993
58,983513.0634969822
59,2739335.3842756473
60,2494081.495693196
61,548702.69988278
62,985722.9622908754
63,3025181.617333531
64,353767.2197010866
65,436504.1196548608
66,562928.88427503
67,38274517.37948541
68,876674.7938903879
69,343300.33340305276
70,1980138.4062353915
71,342512.1245508381
72,524026.41429322085
73,600202.60688668
74,353649.19641329674
75,2859282.5827542506
76,343300.33340305276
77,471282.47254005924
78,343182.3101152629
79,2983781.058244469
80,539294.4450202337
81,460206.51293850865
82,353649.19641329674
83,1462011.7681899637
84,2865274.359245265
85,436504.1196548608
86,353767.2197010866
87,583894.6995031006
88,548762.188004048
89,353767.2197010866
90,556117.5987341783
91,716757.1076472854
92,342549.5328794813
93,353016.41917751514
94,342512.1245508381
95,943664.7947890366
96,1067245.2032725483
97,2086878.7024329049
98,460088.4896507189
99,564021.044906708
100,598704.6431108679
101,353767.2197010866
102,1450939.8839292629
103,934757.3326199529
104,460206.51293850865
105,723305.6745415608
106,876674.7938903879
107,985077.3465442944
108,353767.2197010866
109,562261.776011067
110,353767.2197010866
111,877806.8425689198
112,837992.937048454
113,353767.2197010866
114,789784.9120841569
115,353767.2197010866
116,564021.044906708
117,3027763.4421135215
118,29104593.194375217
119,353767.2197010866
120,1626759.9639971117
121,353016.41917751514
122,735488.1331281675
123,343300.33340305276
124,342758.8934490894
125,683595.2686551441
126,436717.772786467
127,1462011.7681899637
128,353016.41917751514
129,1299639.346363382
130,1129906.1150765677
131,2859282.5827542506
132,1202783.7042490502
133,1621217.826272399
134,1450939.8839292629
135,564021.044906708
136,478309.7646173497
137,1638912.9750605624
138,988312.2824884661
139,353767.2197010866
140,2745327.160766661
141,357399.7546824578
142,524149.8146266763
143,1307521.0123511085
144,367866.089378347
145,586678.5791003772
146,343300.33340305276
147,2593731.6488495236
148,593115.4762675964
149,1389167.3652664972
150,556117.5987341783
151,587253.6835734447
152,938787.0978414211
153,837565.8291182461
154,460849.85785384855
155,782983.0315792136
156,460849.85785384855
157,353767.2197010866
158,564021.044906708
159,2859282.5827542506
160,1325743.0480225289
161,460667.5863173693
162,993774.6365570565
163,478251.4603099548
164,353016.41917751514
165,353649.19641329674
166,583894.6995031006
167,562563.8583642312
168,353767.2197010866
169,1324944.1359374158
170,593115.4762675964
171,353767.2197010866
172,587253.6835734447
173,686379.1482524206
174,548657.3248695835
175,2810021.3973585283
176,828597.6963465923
177,353767.2197010866
178,1399827.1922590705
179,343300.33340305276
180,983513.0634969822
181,353767.2197010866
182,1983453.930423812
183,593420.2659833913
184,683595.2686551441
185,353767.2197010866
186,691725.3684231762
187,460849.85785384855
188,1326214.8419063
189,353649.19641329674
190,2089288.1615153507
191,1064628.9122867538
192,343300.33340305276
193,423174.5179869439
194,353767.2197010866
195,903557.1082172971
196,342512.1245508381
197,1764586.6375027138
198,353016.41917751514
199,586514.7712471043
200,1116028.4722579913
201,420826.1646406825
202,564021.044906708
203,1325389.1936091834
204,683595.2686551441
205,342512.1245508381
206,342512.1245508381
207,353767.2197010866
208,993774.6365570565
209,1450939.8839292629
210,932321.8947091593
211,2819709.503153572
212,460849.85785384855
213,548657.3248695835
214,1498903.366629531
215,353649.19641329674
216,342549.5328794813
217,931480.9322736815
218,478251.4603099548
219,353767.2197010866
220,548702.69988278
221,876674.7938903879
222,2914622.079988257
223,353016.41917751514
224,353649.19641329674
225,556117.5987341783
226,353649.19641329674
227,583894.6995031006
228,3046203.275621162
229,1508219.0939981425
230,353649.19641329674
231,532659.80640814
232,353767.2197010866
233,586514.7712471043
234,586678.5791003772
235,353016.41917751514
236,953283.5806567805
237,1327537.812376664
238,1401533.0896957107
239,548702.69988278
240,880740.9839291925
241,343300.33340305276
242,548657.3248695835
243,460206.51293850865
244,833784.3326811957
245,353767.2197010866
246,765049.0850470678
247,564021.044906708
248,523897.44460263604
249,881496.727534732
250,1605772.9635010017
251,478309.7646173497
252,548657.3248695835
253,564021.044906708
254,586514.7712471043
255,593420.2659833913
256,353016.41917751514
257,983437.795212053
258,2739335.3842756473
259,952013.0244410634
260,537015.7540646986
261,583894.6995031006
262,343300.33340305276
263,823726.5072082658
264,353649.19641329674
265,460206.51293850865
266,353649.19641329674
267,691852.2193555968
268,343300.33340305276
269,1450939.8839292629
270,353767.2197010866
271,751648.5294205825
272,836861.2797624074
273,460667.5863173693
274,460849.85785384855
275,478096.43970892794
276,532284.1812656122
277,1301241.0624430152
278,353016.41917751514
279,954049.4004276586
280,342512.1245508381
281,3205296.7095466917
282,353767.2197010866
283,353767.2197010866
284,1255080.3314771557
285,3034905.7347695944
286,367866.089378347
287,958130.6500357924
288,548657.3248695835
289,877292.3125166211
290,940432.104858049
291,771511.8333060673
292,904353.8230281607
293,564021.044906708
294,2858249.3197380267
295,524521.7933733409
296,547181.3580926087
297,950073.9365677647
298,353767.2197010866
299,770747.0140526018
300,1247800.7806109518
301,686215.3403991477
302,353767.2197010866
