Id,preco
0,1264905.3777273912
1,329163.3476456987
2,589315.3511282956
3,364582.10872399603
4,407200.10300251166
5,270067.22312774946
6,680926.5118672316
7,530716.646919919
8,331686.6125089693
9,1462037.403103172
10,669503.2961161344
11,623070.5537671099
12,1205791.4555546923
13,391071.8897663786
14,1033722.1124108735
15,552963.6544435822
16,386483.9624112152
17,390157.96261138853
18,391138.74661124026
19,1133999.2069383715
20,772228.5138436842
21,325079.8824217578
22,390412.642512473
23,388510.5539826352
24,298121.6358485832
25,377184.01760361023
26,541839.8846034368
27,563904.8358606581
28,1088824.2472887053
29,748791.992950937
30,377415.04416625155
31,2015356.205793454
32,1493575.692571219
33,2196246.950462753
34,1303570.5770130083
35,392242.5699154862
36,477903.1965839886
37,1959953.4742952036
38,425118.29342518054
39,349067.21410503425
40,2677794.2446704325
41,1155860.5761767824
42,391454.7640961669
43,1290431.361160648
44,1279413.9342885108
45,304822.5648542116
46,1290382.7750638004
47,714676.6634891133
48,374337.1280092842
49,378868.2030104245
50,379600.49053896684
51,360576.4553607444
52,623184.3431937876
53,1069937.9387799613
54,882106.2086076591
55,407454.7829035962
56,530363.7764276176
57,349076.3505589804
58,871198.2325642892
59,2694451.0855919807
60,1812331.5885716002
61,672632.0227985099
62,914173.4064692272
63,3041635.598412123
64,415091.68698499276
65,426587.40950122476
66,459383.4891243616
67,1391266.3783999358
68,914083.9216790944
69,247905.32689497463
70,2018342.685183506
71,278904.4697893609
72,517399.6178966948
73,999630.847694755
74,264600.6866233294
75,2384406.945596539
76,346178.7518920476
77,393849.8324555935
78,300975.7764977902
79,527368.9343067455
80,558439.3350196732
81,536855.7778421935
82,378089.7915975702
83,1250273.781768503
84,2488045.831306032
85,393591.44951351394
86,399679.576767516
87,612015.0908995955
88,415629.43764320656
89,394471.88772607106
90,541331.910496029
91,879428.65135169
92,281322.2276016247
93,329207.97354704916
94,226961.0613262581
95,1113613.4178310279
96,1150006.5946814339
97,2080614.1311932986
98,358443.9996688427
99,484859.79884968186
100,599793.7885987094
101,407454.7829035962
102,1706064.3329461373
103,713978.5465851083
104,424863.7661237967
105,806590.1248226287
