Id,preco
0,1471399.4799999997
1,294730.0
2,615712.74
3,411650.0
4,461153.6228571428
5,234291.5
6,634346.6556666666
7,338130.0
8,334436.87142857147
9,1234900.0
10,556046.7857142859
11,409190.0
12,937766.6666666667
13,368740.0
14,789762.665
15,553750.0
16,345936.66666666674
17,407650.0
18,485970.0
19,1236700.0
20,739721.7215000001
21,284815.6
22,308885.0
23,398434.069047619
24,406978.6666666666
25,361188.4216666667
26,460203.33333333326
27,557545.8
28,1176600.0
29,764013.29
30,345853.75000000006
31,2527921.6666666665
32,1532500.0
33,2189200.0
34,1119733.5738566988
35,426354.1
36,501243.60952380946
37,1445465.0
38,410128.0173333333
39,349516.0
40,2657110.0
41,1154800.0
42,439480.0
43,1355846.4933333332
44,1053430.0
45,230801.99
46,1843200.0
47,535156.6666666667
48,355384.52
49,393457.04428571434
50,307592.04
51,355423.3080808081
52,565983.2333333333
53,1019064.16
54,883204.7966666667
55,400680.0
56,463190.0
57,356417.4
58,889599.9
59,3009249.686666667
60,1274855.0
61,543055.9973333334
62,869071.88
63,2677408.3333333335
64,410800.27777777775
65,440355.46
66,438652.0
67,927225.6156190474
68,872436.8
69,212395.0
70,1772609.53
71,237950.0
72,503461.66666666674
73,709466.6666666667
74,267056.4166666667
75,1713450.0
76,330250.0
77,447300.0
78,275935.0
79,538090.65
80,541173.8311688313
81,382203.83
82,381792.7
83,1266110.0
84,2085300.0
85,331900.76666666666
86,468508.4761904762
87,794246.3333333336
88,278570.0
89,383375.23333333334
90,449369.16666666674
91,782933.3333333333
92,228901.45
93,299434.8333333334
94,241372.0
95,1161177.36
96,1111660.4304761905
97,2189855.7
98,364313.54
99,464710.0
100,641510.0
101,435812.15
102,2070153.3333333335
103,659364.7000000001
104,414016.416
105,717830.0
106,912475.8916666666
107,938209.48
108,416028.3547619048
109,607110.0
110,263035.0
111,825520.0
112,479150.0
113,427887.5
114,858546.623
115,359248.0633333333
116,614117.5
117,2795316.666666666
118,681179.19
119,333122.94
120,1132800.0
121,267589.95
122,495400.0
123,364163.33333333326
124,331170.0
125,669068.3333333333
126,344450.0
127,1279327.3333333333
128,316461.5833333333
129,1527518.8
130,1043323.3333333335
131,2071544.53
132,877390.0
133,2207833.3333333335
134,1250900.0
135,510175.0
136,399287.45666666667
137,2507000.0
138,971199.24
139,449547.61904761905
140,1541300.0
141,436926.66666666674
142,552830.0
143,1288484.6666666665
144,342407.28
145,509283.3333333334
146,283700.0
147,1349865.0
