Id,preco
0,1223333.3333333333
1,431666.6666666667
2,470000.0
3,589333.3333333334
4,436666.6666666667
5,381666.6666666667
6,718333.3333333334
7,426666.6666666667
8,306666.6666666667
9,1500000.0
10,543333.3333333334
11,563333.3333333334
12,1090000.0
13,340000.0
14,676666.6666666666
15,283333.3333333333
16,362666.6666666667
17,438333.3333333333
18,486333.3333333333
19,1393333.3333333333
20,580000.0
21,275666.6666666667
22,310000.0
23,359484.3333333333
24,319000.0
25,460666.6666666667
26,1750000.0
27,566133.3333333334
28,1383333.3333333333
29,850000.0
30,348333.3333333333
31,1483333.3333333333
32,730000.0
33,2210000.0
34,1121666.6666666667
35,541666.6666666666
36,476666.6666666667
37,1500000.0
38,286666.6666666667
39,166666.66666666666
40,2050000.0
41,966666.6666666666
42,405000.0
43,926666.6666666666
44,926000.0
45,624666.6666666666
46,398000.0
47,600000.0
48,346666.6666666667
49,243333.33333333334
50,235000.0
51,374333.3333333333
52,550000.0
53,883333.3333333334
54,915000.0
55,409666.6666666667
56,448666.6666666667
57,261733.33333333334
58,1566666.6666666667
59,3633333.3333333335
60,1066666.6666666667
61,583333.3333333334
62,386666.6666666667
63,580000.0
64,423000.0
65,444333.3333333333
66,478333.3333333333
67,1413333.3333333333
68,850000.0
69,178333.33333333334
70,3166666.6666666665
71,253333.33333333334
72,620000.0
73,873333.3333333334
74,231333.33333333334
75,733333.3333333334
76,415000.0
77,666475.6666666666
78,241666.66666666666
79,390000.0
80,523333.3333333333
81,188333.33333333334
82,338333.3333333333
83,303333.3333333333
84,1866666.6666666667
85,408333.3333333333
86,474000.0
87,668333.3333333334
88,270000.0
89,355000.0
90,556666.6666666666
91,950000.0
92,256833.33333333334
93,301333.3333333333
94,171825.0
95,1350000.0
96,1126666.6666666667
97,2516666.6666666665
98,261733.33333333334
99,420000.0
100,735000.0
101,428465.0
102,2600000.0
103,776666.6666666666
104,408666.6666666667
105,460000.0
106,461666.6666666667
107,926666.6666666666
108,1259000.0
109,590000.0
110,281666.6666666667
111,488333.3333333333
112,466666.6666666667
113,473666.6666666667
114,446333.3333333333
115,410000.0
116,654500.0
117,1049666.6666666667
118,763333.3333333334
119,380000.0
120,610000.0
121,258333.33333333334
122,403333.3333333333
123,403333.3333333333
124,418333.3333333333
125,681666.6666666666
126,353333.3333333333
127,1300000.0
128,296461.6666666667
129,1398428.3333333333
130,463333.3333333333
131,1543333.3333333333
132,926000.0
133,2166666.6666666665
134,896333.3333333334
135,453333.3333333333
136,420000.0
137,2466666.6666666665
138,825666.6666666666
139,465333.3333333333
140,526333.3333333334
141,446666.6666666667
142,480000.0
143,1130000.0
144,367431.0
145,535000.0
146,355000.0
147,1396666.6666666667
148,593333.3333333334
149,565000.0
150,568333.3333333334
151,590000.0
152,1163333.3333333333
153,983666.6666666666
154,366666.6666666667
155,1200000.0
156,516666.6666666667
157,383333.3333333333
158,599000.0
159,580000.0
160,2483333.3333333335
161,306666.6666666667
162,1393333.3333333333
163,410000.0
164,323428.3333333333
165,348333.3333333333
166,598333.3333333334
167,820000.0
168,416666.6666666667
169,736666.6666666666
170,656666.6666666666
171,442333.3333333333
172,643333.3333333334
173,531666.6666666666
174,632666.6666666666
175,4066666.6666666665
176,671666.6666666666
177,280000.0
178,303333.3333333333
179,393333.3333333333
180,460000.0
181,420000.0
182,1272595.0
183,325000.0
184,590000.0
185,375000.0
186,600000.0
187,460000.0
188,1683333.3333333333
189,338333.3333333333
190,2583333.3333333335
191,750000.0
192,283333.3333333333
193,313333.3333333333
194,415000.0
195,683333.3333333334
196,271666.6666666667
197,946666.6666666666
198,323333.3333333333
199,640000.0
200,1531666.6666666667
201,488658.6666666667
202,737000.0
203,1080000.0
204,830666.6666666666
205,333333.3333333333
206,210000.0
207,375666.6666666667
208,550000.0
209,1130000.0
210,856666.6666666666
211,580000.0
212,539333.3333333334
213,586000.0
214,1049666.6666666667
215,360000.0
216,275000.0
217,816666.6666666666
218,498658.6666666667
219,356666.6666666667
220,553138.6666666666
221,720000.0
222,620000.0
223,296333.0
224,436666.6666666667
225,667893.3333333334
226,435166.6666666667
227,611666.6666666666
228,811666.6666666666
229,443333.3333333333
230,345000.0
231,423333.3333333333
232,345666.6666666667
233,506666.6666666667
234,706000.0
235,373000.0
236,850000.0
237,593000.0
238,1531666.6666666667
239,270000.0
240,862185.6666666666
241,290000.0
242,602666.6666666666
243,415000.0
244,1131666.6666666667
245,429000.0
246,738333.3333333334
247,460000.0
248,803333.3333333334
249,431666.6666666667
250,2210000.0
251,676666.6666666666
252,556133.3333333334
253,423333.3333333333
254,583333.3333333334
255,461666.6666666667
256,330900.0
257,876666.6666666666
258,396666.6666666667
259,1097000.0
260,521666.6666666667
261,758333.3333333334
262,283333.3333333333
263,756666.6666666666
264,361004.3333333333
265,363333.3333333333
266,366666.6666666667
267,508333.3333333333
268,430000.0
269,1700000.0
270,279333.3333333333
271,916666.6666666666
272,470000.0
273,383333.3333333333
274,403333.3333333333
275,258333.33333333334
276,423333.3333333333
277,863333.3333333334
278,400000.0
279,1003333.3333333334
280,380000.0
281,905000.0
282,465240.6666666667
283,376260.70999999996
284,776666.6666666666
285,1733333.3333333333
286,379659.6666666667
287,763333.3333333334
288,488333.3333333333
289,291666.6666666667
290,946666.6666666666
291,873333.3333333334
292,430000.0
293,273333.3333333333
294,2450000.0
295,2616666.6666666665
296,760000.0
297,523333.3333333333
298,416666.6666666667
299,443333.3333333333
300,2150000.0
301,683333.3333333334
302,468547.3333333333
303,1343333.3333333333
304,325000.0
305,438333.3333333333
306,406666.6666666667
307,230000.0
308,405666.6666666667
309,386666.6666666667
310,400000.0
311,2583333.3333333335
312,1565000.0
313,513333.3333333333
314,315000.0
315,646666.6666666666
316,1433333.3333333333
317,860000.0
318,346666.6666666667
319,395000.0
320,261733.33333333334
321,2043333.3333333333
322,820000.0
323,440666.6666666667
324,265000.0
325,655666.6666666666
326,520000.0
327,1023333.3333333334
328,1033333.3333333334
329,265000.0
330,683333.3333333334
331,460000.0
332,536666.6666666666
333,1461641.3333333333
334,1566666.6666666667
335,430000.0
336,326993.0
337,576666.6666666666
338,1240000.0
339,316666.6666666667
340,376666.6666666667
341,2333333.3333333335
342,916666.6666666666
343,1160000.0
344,873333.3333333334
345,1223333.3333333333
346,926000.0
347,983666.6666666666
348,713333.3333333334
349,820000.0
350,416666.6666666667
351,945000.0
352,508333.3333333333
353,1123333.3333333333
354,474000.0
355,683333.3333333334
356,366666.6666666667
357,256666.66666666666
358,464300.0
359,823333.3333333334
360,306666.6666666667
361,585000.0
362,381666.6666666667
363,355000.0
364,336333.3333333333
365,828166.6666666666
366,1243333.3333333333
367,271666.6666666667
368,756666.6666666666
369,1890000.0
370,213333.33333333334
371,510000.0
372,601666.6666666666
373,916666.6666666666
374,840000.0
375,916666.6666666666
376,378333.3333333333
377,479666.6666666667
378,926000.0
379,731666.6666666666
380,668333.3333333334
381,306666.6666666667
382,386666.6666666667
383,593333.3333333334
384,476666.6666666667
385,563333.3333333334
386,733333.3333333334
387,1766666.6666666667
388,270000.0
389,862185.6666666666
390,1565000.0
391,407186.0
392,2333333.3333333335
393,480000.0
394,217466.66666666666
395,304333.3333333333
396,430000.0
397,683333.3333333334
398,686666.6666666666
399,570000.0
400,687333.3333333334
401,510000.0
402,473333.3333333333
403,379333.3333333333
404,1148000.0
405,876666.6666666666
406,296976.6666666667
407,741666.6666666666
408,883333.3333333334
409,523333.3333333333
410,835666.6666666666
411,478333.3333333333
412,300000.0
413,770000.0
414,708333.3333333334
415,866666.6666666666
416,688333.3333333334
417,416666.6666666667
418,380800.0
419,333333.3333333333
420,673333.3333333334
421,366666.6666666667
422,295666.6666666667
423,255666.66666666666
424,348333.3333333333
425,676666.6666666666
426,1166666.6666666667
427,1046333.3333333334
428,3633333.3333333335
429,432833.3333333333
430,236666.66666666666
431,296976.6666666667
432,633333.3333333334
433,290000.0
434,256666.66666666666
435,580000.0
436,916666.6666666666
437,873333.3333333334
438,296666.6666666667
439,249763.0
440,508333.3333333333
441,400000.0
442,348333.3333333333
443,381666.6666666667
444,1130219.3333333333
445,1306666.6666666667
446,318600.0
447,359484.3333333333
448,857666.6666666666
449,362666.6666666667
450,275000.0
451,460000.0
452,931666.6666666666
453,431666.6666666667
454,331666.6666666667
455,583333.3333333334
456,1153333.3333333333
457,436666.6666666667
458,526666.6666666666
459,1259000.0
460,289999.6666666667
461,593333.3333333334
462,606666.6666666666
463,743333.3333333334
464,244333.33333333334
465,547400.0
466,910000.0
467,1280000.0
468,443333.3333333333
469,1600000.0
470,1166666.6666666667
471,543000.0
472,325000.0
473,236666.66666666666
474,433333.3333333333
475,916666.6666666666
476,850000.0
477,393333.3333333333
478,216666.66666666666
479,876666.6666666666
480,566666.6666666666
481,850000.0
482,600000.0
483,525000.0
484,543333.3333333334
485,970000.0
486,1787000.0
487,390000.0
488,670000.0
489,360000.0
490,710000.0
491,421000.0
492,416666.6666666667
493,658333.3333333334
494,526666.6666666666
495,2621500.0
496,573333.3333333334
497,550000.0
498,598333.3333333334
499,580000.0
500,1066666.6666666667
501,1216666.6666666667
502,641666.6666666666
503,456333.3333333333
504,431666.6666666667
505,1100000.0
506,1393333.3333333333
507,618333.3333333334
508,416666.6666666667
509,566133.3333333334
510,536666.6666666666
511,556333.3333333334
512,1333333.3333333333
513,336666.6666666667
514,358333.3333333333
515,409666.6666666667
516,275000.0
517,650000.0
518,390000.0
519,498000.0
520,2416666.6666666665
521,556666.6666666666
522,553138.6666666666
523,460666.6666666667
524,1398428.3333333333
525,1396666.6666666667
526,556666.6666666666
527,2130000.0
528,510000.0
529,336666.6666666667
530,895000.0
531,940000.0
532,546666.6666666666
533,840000.0
534,418333.3333333333
535,254666.66666666666
536,300000.0
537,6796666.666666667
538,1533333.3333333333
539,443333.3333333333
540,466666.6666666667
541,306666.6666666667
542,647000.0
543,1166666.6666666667
544,320000.0
545,655000.0
546,229666.66666666666
547,1530000.0
548,371666.6666666667
549,370000.0
550,353333.3333333333
551,478333.3333333333
552,1600000.0
553,606666.6666666666
554,450000.0
555,286666.6666666667
556,361666.6666666667
557,440000.0
558,447333.3333333333
559,1160000.0
560,391666.6666666667
561,635000.0
562,315666.6666666667
563,586000.0
564,506666.6666666667
565,563333.3333333334
566,460666.6666666667
567,333333.3333333333
568,614666.6666666666
569,590000.0
570,2366666.6666666665
571,856666.6666666666
572,375000.0
573,783333.3333333334
574,355659.6666666667
575,496666.6666666667
576,1049666.6666666667
577,371666.6666666667
578,205000.0
579,620000.0
580,1255000.0
581,370000.0
582,1600000.0
583,1600000.0
584,337000.0
585,463333.3333333333
586,583000.0
587,1233333.3333333333
588,1193333.3333333333
589,550000.0
590,436666.6666666667
591,345000.0
592,359333.3333333333
593,459000.0
594,349000.0
595,378333.3333333333
596,456666.6666666667
597,473333.3333333333
598,316666.6666666667
599,273333.3333333333
600,629666.6666666666
601,583333.3333333334
602,1223333.3333333333
603,331666.6666666667
604,536666.6666666666
605,1226666.6666666667
606,360000.0
607,593333.3333333334
608,586000.0
609,1666666.6666666667
610,397333.3333333333
611,433333.3333333333
612,633333.3333333334
613,1633333.3333333333
614,513333.3333333333
615,1866666.6666666667
616,295666.6666666667
617,466666.6666666667
618,250666.66666666666
619,375000.0
620,343063.3333333333
621,364350.0
622,2333333.3333333335
623,1400000.0
624,624666.6666666666
625,443333.3333333333
626,437333.3333333333
627,1250000.0
628,553333.3333333334
629,1416666.6666666667
630,309178.3333333333
631,656666.6666666666
632,508333.3333333333
633,441666.6666666667
634,346666.6666666667
635,336333.3333333333
636,478333.3333333333
637,602666.6666666666
638,561666.6666666666
639,406000.0
640,580000.0
641,1415000.0
642,626666.6666666666
643,478333.3333333333
644,526666.6666666666
645,560000.0
646,350000.0
647,230000.0
648,487000.0
649,337333.3333333333
650,548333.3333333334
651,765000.0
652,718333.3333333334
653,673333.3333333334
654,385000.0
655,616666.6666666666
656,331666.6666666667
657,403333.3333333333
658,353333.3333333333
659,395359.3333333333
660,610000.0
661,2600000.0
662,826666.6666666666
663,1116666.6666666667
664,579333.3333333334
665,320000.0
666,386666.6666666667
667,210426666.66666666
668,873333.3333333334
669,736666.6666666666
670,1363333.3333333333
671,682333.3333333334
672,232666.66666666666
673,691666.6666666666
